gene_id	s001_Line1_0g_repeat	s002_Line1_0g_repeat	s003_Line1_0g_repeat	s004_Line1_1g_repeat	s005_Line1_1g_repeat	s006_Line1_1g_repeat	s007_Line1_ground_repeat	s008_Line1_ground_repeat	s009_Line1_ground_repeat
ENSG00000234084	0	0	3	1	0	0	0	3	0
ENSG00000234085	0	0	3	0	0	0	0	0	0
ENSG00000234087	0	0	0	0	0	0	0	0	0
ENSG00000234088	0	0	0	0	0	0	0	0	0
ENSG00000234089	0	0	0	0	0	0	0	0	0
ENSG00000234091	0	0	0	0	0	0	0	0	0
ENSG00000234093	1	0	0	1	0	0	0	0	0
ENSG00000234099	0	0	0	0	0	0	0	0	0
ENSG00000234102	0	0	0	0	0	0	0	0	0
ENSG00000234104	0	0	0	0	0	0	0	0	0
ENSG00000234105	0	0	0	0	0	5	0	0	0
ENSG00000234106	6	11	18	3	18	6	21	6	26
ENSG00000234107	0	0	0	0	0	0	0	0	0
ENSG00000234108	0	0	4	0	1	0	0	0	0
ENSG00000234109	0	0	0	0	0	0	0	0	0
ENSG00000234110	0	0	0	0	0	0	0	0	0
ENSG00000234111	0	0	0	0	0	0	0	0	1
ENSG00000234112	0	0	0	0	0	0	0	0	0
ENSG00000234115	0	1	0	1	2	1	1	2	2
ENSG00000234116	0	0	0	0	0	0	0	0	0
ENSG00000234117	0	0	0	0	0	0	0	0	0
ENSG00000234118	0	1	0	3	3	2	0	0	1
ENSG00000234119	0	0	0	1	0	0	0	0	0
ENSG00000234120	0	0	0	0	0	0	0	0	0
ENSG00000234121	0	0	0	0	0	0	0	0	0
ENSG00000234122	0	0	0	0	0	0	0	0	0
ENSG00000234123	0	0	1	0	0	0	0	0	0
ENSG00000234124	0	0	0	0	0	1	0	0	0
ENSG00000234125	0	0	1	0	0	0	0	0	0
ENSG00000234127	579	864	1148	417	957	811	865	615	803
ENSG00000234129	0	3	3	3	0	12	9	21	0
ENSG00000234130	0	0	5	0	0	1	4	1	2
ENSG00000234131	0	0	0	0	0	0	0	0	0
ENSG00000234132	0	0	0	0	0	1	0	0	0
ENSG00000234134	0	4	6	0	17	0	1	1	4
ENSG00000234135	0	0	0	0	0	0	0	0	0
ENSG00000234136	0	0	0	0	0	2	0	0	0
ENSG00000234139	0	0	0	1	0	0	0	0	1
ENSG00000234141	0	3	0	0	0	6	4	0	13
ENSG00000234142	0	0	0	0	0	0	0	0	0
ENSG00000234143	0	0	0	1	0	0	0	0	0
ENSG00000234144	1	1	0	0	3	0	0	0	0
ENSG00000234145	1	1	2	0	1	0	4	0	2
ENSG00000234146	0	0	0	0	0	0	0	0	0
ENSG00000234147	0	0	0	0	6	4	0	0	0
ENSG00000234148	0	0	0	0	0	0	0	0	0
ENSG00000234149	0	0	0	0	2	0	0	0	0
ENSG00000234152	0	0	0	0	0	1	2	0	0
ENSG00000234155	0	0	0	0	0	1	0	0	0
ENSG00000234156	0	0	0	0	0	0	0	0	0
ENSG00000234158	0	0	0	0	0	0	0	0	0
ENSG00000234159	0	0	0	0	0	0	0	0	0
ENSG00000234160	1	6	3	1	12	5	6	10	9
ENSG00000234161	1	2	2	0	3	6	2	0	1
ENSG00000234162	0	0	1	2	0	0	0	0	0
ENSG00000234163	0	0	0	0	0	0	0	0	0
ENSG00000234165	0	0	0	0	0	0	0	0	0
ENSG00000234166	0	0	0	0	0	0	0	0	0
ENSG00000234167	0	0	0	0	0	0	0	0	0
ENSG00000234168	0	0	0	0	0	0	0	0	0
ENSG00000234169	0	0	0	0	0	0	0	0	0
ENSG00000234170	0	0	0	1	0	0	0	2	0
ENSG00000234171	153	271	414	102	347	209	186	221	163
ENSG00000234172	0	0	0	0	0	0	0	0	0
ENSG00000234173	0	0	0	0	0	0	0	0	0
ENSG00000234174	0	0	0	0	0	0	0	0	0
ENSG00000234175	0	0	1	0	0	0	3	2	1
ENSG00000234176	15	24	12	11	27	12	19	9	8
ENSG00000234177	0	0	3	0	0	0	0	0	0
ENSG00000234178	0	0	0	0	0	0	0	0	0
ENSG00000234179	0	0	0	0	0	0	0	0	0
ENSG00000234181	2	0	0	0	2	3	4	3	7
ENSG00000234182	0	0	0	1	0	0	0	0	0
ENSG00000234183	2	2	5	0	5	8	1	3	0
ENSG00000234184	0	0	0	0	0	0	0	0	0
ENSG00000234185	0	0	0	0	0	0	0	0	0
ENSG00000234186	0	0	0	0	0	0	0	0	0
ENSG00000234187	0	0	0	0	0	0	1	0	0
ENSG00000234189	0	0	0	0	0	0	0	0	0
ENSG00000234190	0	0	0	0	0	0	0	0	0
ENSG00000234191	0	0	0	0	0	0	0	0	0
ENSG00000234192	0	0	1	0	0	0	0	0	0
ENSG00000234193	2	0	4	0	6	0	0	0	2
ENSG00000234197	3	1	5	0	0	0	0	0	0
ENSG00000234199	0	0	0	3	1	0	0	0	0
ENSG00000234200	0	0	0	0	0	0	0	0	0
ENSG00000234201	0	0	1	0	0	0	0	0	0
ENSG00000234202	0	0	0	0	0	0	0	0	0
ENSG00000234203	2	3	7	1	2	3	0	0	7
ENSG00000234204	0	0	0	0	0	0	0	0	0
ENSG00000234206	0	0	2	0	0	1	0	0	0
ENSG00000234207	0	0	0	0	0	0	0	0	0
ENSG00000234208	0	0	0	0	0	0	0	0	0
ENSG00000234210	0	0	0	0	0	1	0	2	0
ENSG00000234211	0	0	0	0	0	0	0	0	0
ENSG00000234213	0	0	0	0	0	1	0	0	1
ENSG00000234215	3	0	1	5	3	6	2	0	6
ENSG00000234217	0	0	0	0	0	0	0	0	0
ENSG00000234219	0	0	0	0	0	0	0	0	0
ENSG00000234222	9	1	4	13	12	12	0	6	1
ENSG00000234223	0	0	0	0	0	0	0	0	0
ENSG00000234224	45	74	72	13	97	41	46	48	31
ENSG00000234225	0	0	0	0	0	0	0	0	0
ENSG00000234226	0	0	0	0	0	0	0	0	0
ENSG00000234227	0	0	0	1	0	0	0	0	0
ENSG00000234228	0	0	0	0	0	0	0	0	0
ENSG00000234229	0	0	0	0	0	0	0	0	0
ENSG00000234230	3	5	6	1	9	4	0	0	1
ENSG00000234231	4	2	9	4	13	12	3	4	0
ENSG00000234232	0	0	0	3	1	0	0	0	0
ENSG00000234233	1	3	2	0	0	7	0	0	0
ENSG00000234234	0	0	0	0	0	0	0	0	0
ENSG00000234235	0	0	0	0	0	0	3	0	0
ENSG00000234238	0	0	0	0	0	0	0	0	0
ENSG00000234239	0	0	0	0	0	0	0	0	0
ENSG00000234241	0	1	0	0	1	1	2	3	4
ENSG00000234244	0	0	0	0	0	0	0	0	0
ENSG00000234247	0	0	0	0	0	0	0	0	0
ENSG00000234248	0	0	0	0	0	0	0	0	0
ENSG00000234253	0	1	0	0	0	0	0	0	0
ENSG00000234255	2	0	0	5	0	0	0	0	0
ENSG00000234256	0	0	0	0	0	0	0	0	0
ENSG00000234257	0	0	0	0	0	0	0	0	0
ENSG00000234259	1	1	0	0	1	0	0	0	0
ENSG00000234261	0	0	0	0	0	0	2	0	0
ENSG00000234262	0	0	0	0	0	0	0	0	0
ENSG00000234263	0	0	0	1	0	0	1	0	0
ENSG00000234264	3	0	6	0	0	0	6	0	0
ENSG00000234265	0	0	0	0	0	0	0	0	0
ENSG00000234267	0	0	0	0	0	0	0	0	0
ENSG00000234268	0	0	0	0	0	0	0	1	0
ENSG00000234269	0	0	0	0	0	0	0	0	0
ENSG00000234270	0	0	0	1	0	0	0	5	0
ENSG00000234271	0	0	3	1	0	0	0	1	0
ENSG00000234272	0	0	0	2	0	0	0	0	0
ENSG00000234273	0	0	0	0	0	0	0	0	0
ENSG00000234274	0	0	0	0	0	0	1	0	0
ENSG00000234275	0	0	0	0	0	0	0	1	0
ENSG00000234276	0	0	0	0	0	0	0	0	0
ENSG00000234277	0	0	0	0	0	1	0	0	0
ENSG00000234278	0	0	0	0	0	0	0	0	0
ENSG00000234279	0	0	0	0	0	0	0	0	0
ENSG00000234281	0	4	2	0	0	0	0	0	1
ENSG00000234282	0	0	0	1	0	0	0	0	0
ENSG00000234283	0	0	0	0	0	0	0	0	0
ENSG00000234284	114	292	263	99	161	191	107	194	317
ENSG00000234285	1	0	2	0	0	0	0	0	0
ENSG00000234286	0	4	1	3	9	0	1	1	3
ENSG00000234287	2	2	0	3	6	1	1	2	1
ENSG00000234288	0	0	0	0	0	0	0	0	0
ENSG00000234289	0	0	0	0	0	0	0	0	0
ENSG00000234290	0	0	4	0	0	0	0	0	0
ENSG00000234292	2	2	16	7	0	0	0	9	2
ENSG00000234293	0	0	0	0	0	0	0	0	0
ENSG00000234296	0	0	0	0	0	0	0	0	0
ENSG00000234297	2	1	2	1	5	2	1	0	4
ENSG00000234300	0	0	1	0	0	0	0	0	0
ENSG00000234303	0	0	0	0	0	0	0	0	0
ENSG00000234304	0	0	1	0	0	0	0	0	0
ENSG00000234306	0	0	0	0	0	0	0	0	0
ENSG00000234308	0	0	0	0	0	0	0	0	0
ENSG00000234309	0	0	1	0	0	0	0	0	0
ENSG00000234311	0	5	0	0	3	0	0	0	0
ENSG00000234312	0	0	0	0	0	0	0	0	0
ENSG00000234315	0	0	1	1	2	0	1	1	1
ENSG00000234318	0	0	3	3	0	0	0	2	0
ENSG00000234319	0	0	0	0	0	0	0	0	0
ENSG00000234322	1	1	1	2	2	0	1	2	0
ENSG00000234323	0	0	1	3	0	1	1	0	0
ENSG00000234324	0	0	0	3	0	0	0	0	0
ENSG00000234325	0	0	0	0	0	0	0	0	0
ENSG00000234327	62	101	125	73	146	92	40	64	68
ENSG00000234329	0	9	3	4	2	0	11	0	4
ENSG00000234332	2	6	5	3	7	0	4	4	5
ENSG00000234333	0	0	0	0	0	0	0	0	0
ENSG00000234335	5	1	1	0	0	3	0	2	2
ENSG00000234336	0	0	2	0	0	1	7	1	1
ENSG00000234337	1	2	2	1	7	5	2	0	4
ENSG00000234338	0	0	0	0	0	2	0	0	0
ENSG00000234340	0	0	0	0	0	0	0	0	0
ENSG00000234345	3	0	1	0	0	0	0	0	0
ENSG00000234349	0	0	0	0	0	0	0	0	0
ENSG00000234350	6	12	34	6	54	19	31	21	10
ENSG00000234352	0	1	14	0	0	0	2	0	9
ENSG00000234353	0	0	0	0	0	0	0	0	0
ENSG00000234354	1	4	2	2	5	0	0	1	0
ENSG00000234355	0	0	0	0	0	0	0	0	0
ENSG00000234356	0	0	1	0	0	0	0	1	0
ENSG00000234358	0	0	0	0	0	0	0	0	0
ENSG00000234359	0	0	0	0	0	0	0	0	0
ENSG00000234360	0	0	0	0	0	0	0	0	0
ENSG00000234361	0	0	0	0	0	0	0	0	0
ENSG00000234362	5	3	21	21	0	8	0	2	2
ENSG00000234363	0	0	0	0	0	0	0	0	0
ENSG00000234367	0	1	0	2	2	5	2	0	0
ENSG00000234369	4	5	4	5	3	3	4	2	8
ENSG00000234371	2	0	0	2	0	16	4	0	1
ENSG00000234373	0	0	7	2	4	0	4	0	9
ENSG00000234376	0	0	0	0	0	0	0	0	0
ENSG00000234377	0	0	1	0	0	3	2	0	0
ENSG00000234378	0	0	0	0	0	0	0	1	0
ENSG00000234379	0	0	0	1	0	0	0	0	0
ENSG00000234380	0	0	1	3	0	9	0	0	0
ENSG00000234381	0	0	0	0	0	0	0	0	0
ENSG00000234382	0	0	0	0	0	0	0	0	0
ENSG00000234383	1	1	1	2	32	0	2	1	2
ENSG00000234384	0	0	0	0	0	0	0	2	0
ENSG00000234385	0	0	0	0	0	0	0	0	0
ENSG00000234386	0	0	0	0	0	1	0	0	0
ENSG00000234387	0	0	0	0	0	0	0	0	0
ENSG00000234388	0	0	0	0	0	0	0	0	0
ENSG00000234389	0	0	0	0	0	0	0	0	0
ENSG00000234390	13	37	63	32	21	13	43	80	54
ENSG00000234391	0	0	0	0	0	0	0	0	0
ENSG00000234393	0	0	0	0	0	0	0	0	0
ENSG00000234394	0	0	0	0	0	0	0	0	0
ENSG00000234396	0	0	0	0	0	0	0	0	0
ENSG00000234397	0	0	1	0	0	0	0	0	0
ENSG00000234398	0	0	5	0	0	0	0	0	0
ENSG00000234399	0	0	0	0	0	0	0	0	0
ENSG00000234402	0	0	0	0	0	0	0	0	0
ENSG00000234404	0	0	0	0	0	0	0	0	0
ENSG00000234405	1	0	1	0	1	0	1	2	3
ENSG00000234406	0	0	0	0	0	2	0	0	0
ENSG00000234409	0	0	0	0	0	0	1	0	0
ENSG00000234413	0	0	0	0	0	0	0	0	0
ENSG00000234414	0	0	0	0	0	0	0	0	0
ENSG00000234415	0	0	0	0	0	0	0	0	0
ENSG00000234418	0	0	0	0	0	0	0	0	0
ENSG00000234419	0	0	3	0	0	0	1	0	0
ENSG00000234420	48	76	90	38	135	48	80	36	120
ENSG00000234421	0	0	0	0	0	0	0	0	0
ENSG00000234422	0	0	0	0	0	0	0	0	0
ENSG00000234423	0	0	0	0	0	0	0	0	0
ENSG00000234424	0	0	0	0	0	0	0	0	0
ENSG00000234425	0	0	0	0	0	0	0	0	0
ENSG00000234426	0	0	0	0	0	0	0	0	0
ENSG00000234427	0	0	0	0	0	0	0	0	0
ENSG00000234428	0	0	0	5	0	0	0	0	0
ENSG00000234429	0	0	2	1	0	1	0	0	0
ENSG00000234431	0	0	0	0	0	0	0	0	0
ENSG00000234432	5	3	8	2	8	10	10	7	10
ENSG00000234435	0	0	0	0	0	0	0	0	0
ENSG00000234436	0	0	0	0	0	0	0	0	0
ENSG00000234438	0	6	8	0	0	0	18	0	26
ENSG00000234439	0	0	1	0	3	0	1	0	2
ENSG00000234441	0	0	0	0	0	0	0	0	0
ENSG00000234442	0	0	0	0	0	0	0	0	0
ENSG00000234444	55	27	75	55	78	33	39	11	44
ENSG00000234445	0	0	0	0	0	0	0	0	0
ENSG00000234446	0	0	0	0	0	0	0	0	0
ENSG00000234448	0	0	0	0	0	0	0	0	0
ENSG00000234449	1	8	11	9	18	13	10	2	8
ENSG00000234450	0	0	1	0	0	1	0	0	0
ENSG00000234451	0	0	0	1	0	0	0	0	0
ENSG00000234452	0	1	1	1	0	0	1	0	0
ENSG00000234455	0	0	0	0	0	0	0	0	0
ENSG00000234456	1244	1808	2330	1071	2290	1391	1784	1716	2828
ENSG00000234457	0	0	0	0	0	0	0	0	0
ENSG00000234458	0	0	0	0	0	0	0	0	0
ENSG00000234459	0	0	0	0	0	1	0	0	0
ENSG00000234460	0	0	0	5	0	0	0	0	0
ENSG00000234463	0	0	0	0	0	0	0	0	0
ENSG00000234464	0	0	0	0	0	0	0	0	0
ENSG00000234465	40	54	70	13	70	57	35	27	12
ENSG00000234466	0	0	5	0	0	0	0	0	0
ENSG00000234467	0	0	0	0	0	0	0	0	0
ENSG00000234469	0	0	0	0	0	0	0	3	0
ENSG00000234471	0	0	0	0	0	0	0	0	0
ENSG00000234473	0	0	0	14	0	0	5	0	0
ENSG00000234474	0	0	0	0	0	0	0	0	0
ENSG00000234476	0	0	0	0	0	2	0	0	0
ENSG00000234477	0	0	4	4	0	0	0	0	0
ENSG00000234478	0	0	0	0	2	2	0	0	0
ENSG00000234479	0	0	0	0	0	0	0	1	0
ENSG00000234480	0	0	0	0	0	0	0	0	0
ENSG00000234481	0	0	0	0	0	1	0	0	0
ENSG00000234484	0	0	0	0	0	0	0	0	0
ENSG00000234485	0	0	0	1	0	0	0	0	0
ENSG00000234488	0	0	0	2	0	0	0	1	0
ENSG00000234489	0	0	0	0	0	0	0	0	0
ENSG00000234491	3	2	0	1	0	0	0	1	0
ENSG00000234492	7	2	13	5	4	33	3	11	0
ENSG00000234493	0	0	0	3	0	0	0	0	0
ENSG00000234494	12	14	5	1	39	24	30	21	58
ENSG00000234496	0	0	0	3	0	1	0	0	0
ENSG00000234497	0	0	0	0	0	1	0	2	0
ENSG00000234498	2	0	3	3	3	1	0	1	0
ENSG00000234500	0	0	4	1	1	0	2	2	0
ENSG00000234502	0	0	0	0	0	0	0	0	0
ENSG00000234503	0	0	0	0	0	0	0	0	0
ENSG00000234504	1	0	0	0	0	1	0	0	0
ENSG00000234506	0	0	0	0	0	1	0	0	0
ENSG00000234509	1	9	0	0	6	0	1	1	0
ENSG00000234511	0	0	0	0	0	0	0	0	0
ENSG00000234512	0	0	0	1	0	1	1	0	0
ENSG00000234513	2	5	1	0	0	2	0	0	0
ENSG00000234515	0	0	0	0	0	0	0	0	0
ENSG00000234518	13	14	4	3	6	9	8	6	6
ENSG00000234519	0	0	0	0	0	0	0	0	0
ENSG00000234520	4	1	3	1	15	7	0	2	1
ENSG00000234521	0	0	0	0	0	0	0	0	0
ENSG00000234522	0	0	0	0	0	0	0	0	0
ENSG00000234523	0	2	6	2	0	0	0	0	0
ENSG00000234524	0	0	0	0	0	0	0	0	0
ENSG00000234527	0	0	0	0	0	0	0	0	0
ENSG00000234529	0	0	0	0	0	0	0	0	0
ENSG00000234534	0	0	0	0	1	0	1	0	0
ENSG00000234535	0	0	0	0	0	0	0	0	0
ENSG00000234537	0	0	43	14	7	0	0	1	0
ENSG00000234538	0	0	0	0	0	0	0	0	0
ENSG00000234540	0	0	0	0	0	0	0	0	0
ENSG00000234541	0	0	0	0	0	0	0	0	0
ENSG00000234542	0	0	0	0	0	0	0	0	0
ENSG00000234544	0	0	0	0	0	0	0	0	0
ENSG00000234545	118	142	172	173	298	226	222	231	286
ENSG00000234546	34	80	91	53	95	116	133	110	175
ENSG00000234548	0	0	0	0	0	0	0	0	0
ENSG00000234551	0	0	0	0	0	0	0	0	0
ENSG00000234553	0	0	0	0	0	0	0	0	0
ENSG00000234556	0	0	0	0	0	0	0	0	0
ENSG00000234557	0	0	0	0	0	0	0	0	0
ENSG00000234558	2	2	8	5	3	4	2	4	5
ENSG00000234559	0	0	0	0	0	0	0	0	0
ENSG00000234560	0	0	0	0	0	0	0	0	0
ENSG00000234562	0	0	0	0	0	0	0	0	0
ENSG00000234564	0	0	0	0	0	0	0	0	0
ENSG00000234565	0	1	0	0	2	1	1	0	1
ENSG00000234566	0	0	10	7	8	10	0	5	0
ENSG00000234567	0	0	0	0	0	0	0	0	0
ENSG00000234568	0	0	0	0	0	0	0	0	0
ENSG00000234569	0	0	1	0	1	2	0	0	0
ENSG00000234570	0	0	0	0	0	7	0	0	0
ENSG00000234571	0	0	0	1	0	8	0	0	0
ENSG00000234572	0	0	0	0	0	19	0	0	0
ENSG00000234573	0	0	0	0	0	0	0	0	0
ENSG00000234575	0	0	0	0	0	2	0	0	0
ENSG00000234576	0	0	0	0	0	0	0	0	0
ENSG00000234577	4	3	4	2	5	10	2	2	6
ENSG00000234578	0	0	0	0	0	0	0	0	0
ENSG00000234579	0	0	0	0	0	2	0	0	0
ENSG00000234580	0	0	0	0	0	0	0	0	0
ENSG00000234583	0	0	0	0	0	0	0	0	0
ENSG00000234584	3	0	0	0	0	0	0	0	1
ENSG00000234585	9	19	16	33	60	50	19	9	24
ENSG00000234586	0	0	0	0	0	0	0	0	0
ENSG00000234587	0	0	0	0	0	0	0	0	0
ENSG00000234588	0	0	0	0	0	0	0	0	0
ENSG00000234589	0	0	1	0	2	0	0	0	0
ENSG00000234590	0	0	0	0	0	0	0	0	0
ENSG00000234592	0	0	0	0	0	0	0	0	0
ENSG00000234593	0	0	0	0	0	0	0	0	0
ENSG00000234594	0	0	0	0	0	2	0	0	0
ENSG00000234595	0	0	2	0	0	0	0	0	0
ENSG00000234597	0	0	2	0	0	0	0	0	1
ENSG00000234601	0	0	0	0	0	0	0	0	0
ENSG00000234602	0	0	1	0	0	0	0	0	0
ENSG00000234604	0	0	1	0	4	3	0	0	1
ENSG00000234607	0	0	3	0	0	0	0	0	0
ENSG00000234608	494	746	820	675	836	791	651	610	968
ENSG00000234611	0	0	0	0	0	0	0	0	0
ENSG00000234612	0	0	0	1	0	0	0	0	0
ENSG00000234613	0	0	0	0	0	0	0	0	0
ENSG00000234614	4	1	7	4	14	7	7	6	0
ENSG00000234616	185	249	554	226	423	357	244	85	335
ENSG00000234617	0	0	0	0	0	0	1	0	0
ENSG00000234618	2	8	11	0	15	8	3	10	17
ENSG00000234619	0	0	0	0	0	0	0	0	0
ENSG00000234620	0	0	0	0	0	0	0	0	0
ENSG00000234622	0	0	0	1	0	0	0	0	0
ENSG00000234624	0	0	0	1	0	0	0	0	0
ENSG00000234625	0	0	0	0	0	0	0	0	0
ENSG00000234626	0	0	0	1	0	0	0	0	0
ENSG00000234627	0	0	0	0	0	0	0	0	0
ENSG00000234629	1	2	2	0	0	0	0	1	1
ENSG00000234630	7	25	12	17	21	4	5	10	13
ENSG00000234632	0	0	0	0	0	0	0	0	0
ENSG00000234634	0	0	0	0	0	0	0	0	0
ENSG00000234636	2	7	13	3	11	4	4	19	15
ENSG00000234637	0	0	0	0	0	0	0	0	0
ENSG00000234638	0	0	0	0	1	0	0	0	0
ENSG00000234639	0	0	0	0	0	0	0	0	0
ENSG00000234640	0	0	0	0	0	0	0	0	0
ENSG00000234644	0	0	0	0	0	0	0	0	0
ENSG00000234645	0	3	5	4	4	3	1	3	8
ENSG00000234646	0	0	0	0	0	0	0	0	0
ENSG00000234647	0	0	6	0	0	0	0	0	0
ENSG00000234648	1	0	0	0	2	1	1	0	1
ENSG00000234650	0	0	4	2	2	0	0	1	0
ENSG00000234652	0	0	0	0	0	0	0	0	0
ENSG00000234653	0	0	0	0	0	0	0	0	0
ENSG00000234655	0	0	0	0	0	0	0	0	0
ENSG00000234658	0	0	0	0	0	1	0	0	0
ENSG00000234660	0	0	0	1	0	0	0	0	0
ENSG00000234661	0	0	0	1	0	0	0	0	1
ENSG00000234663	0	0	0	1	0	1	0	0	0
ENSG00000234664	29	41	33	36	69	68	34	49	30
ENSG00000234665	83	160	141	74	118	108	63	83	107
ENSG00000234667	0	0	15	0	8	1	38	0	3
ENSG00000234670	0	0	0	0	0	0	0	0	0
ENSG00000234671	0	0	0	0	0	0	0	0	0
ENSG00000234675	0	0	0	0	0	0	0	0	0
ENSG00000234676	1	2	1	0	3	0	0	4	0
ENSG00000234677	0	0	1	0	0	0	0	0	0
ENSG00000234678	5	4	14	5	15	0	1	1	7
ENSG00000234680	0	0	0	0	0	1	0	0	0
ENSG00000234682	0	0	0	0	0	1	0	0	0
ENSG00000234683	0	0	0	0	0	0	0	0	0
ENSG00000234684	71	101	87	57	136	88	180	161	127
ENSG00000234685	0	3	6	1	0	5	0	0	1
ENSG00000234686	0	0	0	0	0	0	0	0	0
ENSG00000234688	0	0	0	0	0	0	0	0	0
ENSG00000234689	0	0	3	0	9	0	0	0	0
ENSG00000234690	19	20	36	15	15	11	34	33	46
ENSG00000234692	0	0	0	0	0	0	0	0	0
ENSG00000234693	0	0	0	2	1	0	0	0	0
ENSG00000234694	2	3	9	0	8	2	9	8	0
ENSG00000234695	0	0	0	1	0	0	0	0	0
ENSG00000234696	0	0	0	0	0	9	0	2	12
ENSG00000234698	1	3	12	1	0	3	0	0	0
ENSG00000234699	1	0	0	0	0	0	0	0	0
ENSG00000234700	0	0	0	0	0	0	0	0	0
ENSG00000234701	0	0	0	0	0	0	0	2	0
ENSG00000234702	1	1	0	0	0	0	1	1	0
ENSG00000234703	0	0	4	0	0	0	0	0	0
ENSG00000234705	4	0	8	2	12	1	0	0	3
ENSG00000234706	0	0	2	0	0	0	1	0	0
ENSG00000234707	5	0	5	6	6	10	0	1	0
ENSG00000234709	0	0	0	0	0	1	0	0	0
ENSG00000234710	0	0	0	4	0	0	3	0	0
ENSG00000234711	0	0	0	0	0	0	0	0	0
ENSG00000234712	0	0	0	0	0	0	0	0	0
ENSG00000234713	0	0	0	0	0	0	0	0	0
ENSG00000234714	0	0	1	0	0	0	0	0	0
ENSG00000234715	0	0	0	0	0	1	0	0	1
ENSG00000234716	0	0	0	0	0	0	0	0	0
ENSG00000234717	0	0	0	0	0	0	0	0	0
ENSG00000234718	0	4	0	0	0	0	0	0	3
ENSG00000234719	23	48	37	64	43	142	43	40	56
ENSG00000234720	0	0	0	0	0	0	0	0	0
ENSG00000234721	0	0	0	0	0	1	0	0	0
ENSG00000234722	0	0	0	0	0	0	0	0	0
ENSG00000234723	0	0	0	0	0	0	0	0	0
ENSG00000234724	0	0	0	0	0	1	0	0	0
ENSG00000234726	0	0	0	0	0	0	0	0	0
ENSG00000234730	0	0	0	0	0	6	0	0	0
ENSG00000234731	0	0	0	0	0	0	0	0	0
ENSG00000234732	0	0	0	0	0	0	0	0	0
ENSG00000234735	0	0	0	0	0	0	0	2	0
ENSG00000234736	0	0	0	0	0	0	0	0	0
ENSG00000234737	1	2	1	2	1	1	1	1	2
ENSG00000234740	7	7	4	4	11	13	22	2	7
ENSG00000234741	790	1224	1566	1541	1740	1657	418	376	594
ENSG00000234742	0	4	4	5	17	6	2	0	1
ENSG00000234743	0	0	0	1	0	0	0	0	1
ENSG00000234744	0	0	0	0	0	0	0	0	0
ENSG00000234745	46	40	85	221	122	132	147	127	258
ENSG00000234748	0	0	1	0	0	0	0	0	0
ENSG00000234749	0	0	0	0	0	0	0	0	0
ENSG00000234750	7	8	6	0	2	0	0	2	1
ENSG00000234751	0	0	0	0	0	0	0	0	0
ENSG00000234752	0	0	0	0	0	0	0	0	0
ENSG00000234753	3	5	9	6	9	6	10	5	13
ENSG00000234754	0	0	0	0	0	1	0	0	0
ENSG00000234756	0	0	0	0	0	0	0	0	0
ENSG00000234758	0	0	0	0	0	0	0	0	0
ENSG00000234761	0	0	0	0	0	0	0	0	0
ENSG00000234763	2	0	0	0	0	0	1	0	0
ENSG00000234764	0	0	0	0	0	0	0	0	0
ENSG00000234765	0	0	0	0	0	0	0	0	0
ENSG00000234766	0	0	0	0	0	0	0	0	0
ENSG00000234767	0	0	0	0	0	0	0	0	0
ENSG00000234768	0	0	0	0	0	0	0	0	0
ENSG00000234769	0	1	0	1	3	0	0	0	1
ENSG00000234770	0	0	0	0	0	0	0	0	0
ENSG00000234771	14	38	45	16	21	41	4	34	13
ENSG00000234772	0	0	0	3	0	0	0	0	0
ENSG00000234773	12	0	24	8	0	1	15	14	6
ENSG00000234775	0	0	0	0	1	0	0	0	0
ENSG00000234776	2	0	0	1	0	9	0	1	4
ENSG00000234777	0	0	0	0	0	0	0	0	0
ENSG00000234779	0	0	0	0	2	0	0	0	0
ENSG00000234780	0	0	0	0	0	0	0	0	0
ENSG00000234781	1	0	0	0	0	0	0	0	0
ENSG00000234782	3	1	0	5	3	6	2	7	6
ENSG00000234784	0	0	0	0	0	0	0	0	0
ENSG00000234785	0	0	0	0	1	0	0	0	0
ENSG00000234787	9	1	16	18	19	20	11	0	0
ENSG00000234788	0	0	0	3	0	0	0	0	0
ENSG00000234789	2	0	0	0	0	1	0	0	0
ENSG00000234790	0	0	0	1	0	1	0	0	0
ENSG00000234791	0	0	0	0	0	0	0	0	0
ENSG00000234792	0	0	0	0	0	0	0	0	0
ENSG00000234793	0	0	0	0	0	0	0	0	0
ENSG00000234795	0	0	0	0	0	0	0	0	0
ENSG00000234796	0	0	0	0	0	0	0	0	0
ENSG00000234797	13	17	16	18	20	16	10	8	13
ENSG00000234800	0	0	0	1	0	0	1	0	0
ENSG00000234801	0	0	2	0	0	0	0	1	2
ENSG00000234803	0	0	0	0	0	0	0	0	0
ENSG00000234805	0	0	0	1	0	1	0	0	0
ENSG00000234806	0	0	0	0	0	0	0	0	1
ENSG00000234807	0	2	3	3	2	3	0	0	2
ENSG00000234810	0	0	1	3	0	0	0	0	0
ENSG00000234811	0	0	0	0	0	0	0	0	0
ENSG00000234812	0	0	0	0	0	0	0	0	0
ENSG00000234813	0	0	0	0	0	0	0	0	0
ENSG00000234814	4	5	8	6	5	10	8	22	17
ENSG00000234816	0	2	0	0	0	0	0	0	0
ENSG00000234817	0	0	6	0	0	0	0	0	0
ENSG00000234818	0	0	0	0	0	0	0	0	0
ENSG00000234819	0	0	0	0	0	1	0	1	0
ENSG00000234821	0	0	0	0	0	0	0	0	0
